"Borough","Hour","Date","Cars_And_Taxis","Motorbikes","Buses_and_Coaches","LGVs","HGVs","All_Vehicles"
"Havering","10:00:00","2020-11-02",753,5,25,107,19,909
"Havering","11:00:00","2020-11-02",752,9,24,101,17,903
"Havering","12:00:00","2020-11-02",787,4,25,104,8,928
"Havering","13:00:00","2020-11-02",900,9,25,114,12,1060
"Havering","14:00:00","2020-11-02",840,8,25,112,5,990
"Havering","15:00:00","2020-11-02",921,8,34,82,10,1055
"Havering","16:00:00","2020-11-02",754,11,31,109,9,914
"Havering","17:00:00","2020-11-02",783,6,24,84,6,903
"Havering","18:00:00","2020-11-02",714,3,21,62,2,802
"Barking and Dagenham","07:00:00","2021-03-19",1177,11,22,282,74,1566
"Bromley","07:00:00","2021-03-19",272,3,37,128,14,454
"Croydon","07:00:00","2021-03-19",995,10,11,294,45,1355
"Barking and Dagenham","08:00:00","2021-03-19",1317,8,18,231,75,1649
"Bromley","08:00:00","2021-03-19",443,4,43,122,12,624
"Croydon","08:00:00","2021-03-19",1168,15,4,223,46,1456
"Barking and Dagenham","09:00:00","2021-03-19",1102,18,16,289,82,1507
"Bromley","09:00:00","2021-03-19",366,7,38,83,16,510
"Croydon","09:00:00","2021-03-19",914,13,7,257,68,1259
"Barking and Dagenham","10:00:00","2021-03-19",1064,17,16,223,79,1399
"Bromley","10:00:00","2021-03-19",349,8,41,76,16,490
"Croydon","10:00:00","2021-03-19",657,15,3,196,61,932
"Barking and Dagenham","11:00:00","2021-03-19",1087,13,13,254,64,1431
"Bromley","11:00:00","2021-03-19",361,13,40,75,12,501
"Croydon","11:00:00","2021-03-19",824,27,1,205,49,1106
"Barking and Dagenham","12:00:00","2021-03-19",1127,16,10,230,58,1441
"Bromley","12:00:00","2021-03-19",398,18,37,85,8,546
"Croydon","12:00:00","2021-03-19",829,32,0,202,62,1125
"Barking and Dagenham","13:00:00","2021-03-19",1244,26,11,266,65,1612
"Bromley","13:00:00","2021-03-19",408,18,35,79,5,545
"Croydon","13:00:00","2021-03-19",943,39,1,221,53,1257
"Barking and Dagenham","14:00:00","2021-03-19",1393,29,18,221,68,1729
"Bromley","14:00:00","2021-03-19",403,11,39,86,13,552
"Croydon","14:00:00","2021-03-19",1049,39,9,232,51,1380
"Barking and Dagenham","15:00:00","2021-03-19",1337,15,21,172,41,1586
"Bromley","15:00:00","2021-03-19",366,10,33,70,4,483
"Croydon","15:00:00","2021-03-19",1193,22,4,184,35,1438
"Barking and Dagenham","16:00:00","2021-03-19",1412,24,15,200,37,1688
"Bromley","16:00:00","2021-03-19",416,10,45,66,5,542
"Croydon","16:00:00","2021-03-19",1186,25,7,204,24,1446
"Barking and Dagenham","17:00:00","2021-03-19",1356,33,13,168,32,1602
"Bromley","17:00:00","2021-03-19",444,14,42,58,4,562
"Croydon","17:00:00","2021-03-19",1220,50,1,161,21,1453
"Barking and Dagenham","18:00:00","2021-03-19",1274,35,12,142,13,1476
"Bromley","18:00:00","2021-03-19",430,19,37,39,6,531
"Croydon","18:00:00","2021-03-19",1058,50,0,136,16,1260
"Lambeth","07:00:00","2021-03-24",709,51,55,243,61,1119
"Lambeth","08:00:00","2021-03-24",744,43,57,157,52,1053
"Lambeth","09:00:00","2021-03-24",560,49,56,216,61,942
"Lambeth","10:00:00","2021-03-24",561,60,57,226,75,979
"Lambeth","11:00:00","2021-03-24",536,65,54,227,74,956
"Lambeth","12:00:00","2021-03-24",529,109,51,223,58,970
"Lambeth","13:00:00","2021-03-24",624,80,54,206,48,1012
"Lambeth","14:00:00","2021-03-24",666,66,58,210,54,1054
"Lambeth","15:00:00","2021-03-24",674,82,48,200,49,1053
"Lambeth","16:00:00","2021-03-24",699,79,60,199,20,1057
"Lambeth","17:00:00","2021-03-24",690,113,56,158,24,1041
"Lambeth","18:00:00","2021-03-24",783,149,51,101,7,1091
"Hillingdon","07:00:00","2021-03-25",1153,6,22,230,45,1456
"Hillingdon","08:00:00","2021-03-25",1641,2,23,172,34,1872
"Hillingdon","09:00:00","2021-03-25",982,6,20,173,40,1221
"Hillingdon","10:00:00","2021-03-25",915,4,14,184,47,1164
"Hillingdon","11:00:00","2021-03-25",992,8,17,186,43,1246
"Hillingdon","12:00:00","2021-03-25",1056,7,18,147,44,1272
"Hillingdon","13:00:00","2021-03-25",999,17,20,155,38,1229
"Hillingdon","14:00:00","2021-03-25",1150,7,19,166,31,1373
"Hillingdon","15:00:00","2021-03-25",1469,10,17,190,22,1708
"Hillingdon","16:00:00","2021-03-25",1371,9,22,159,20,1581
"Hillingdon","17:00:00","2021-03-25",1268,8,20,121,16,1433
"Hillingdon","18:00:00","2021-03-25",1036,15,20,129,7,1207
"Bromley","07:00:00","2021-03-26",655,16,45,178,28,922
"Bromley","08:00:00","2021-03-26",815,17,38,134,25,1029
"Bromley","09:00:00","2021-03-26",735,16,41,161,39,992
"Bromley","10:00:00","2021-03-26",625,31,45,168,38,907
"Bromley","11:00:00","2021-03-26",696,27,43,155,34,955
"Bromley","12:00:00","2021-03-26",763,53,40,186,36,1078
"Bromley","13:00:00","2021-03-26",841,52,38,181,39,1151
"Bromley","14:00:00","2021-03-26",853,67,40,144,22,1126
"Bromley","15:00:00","2021-03-26",843,32,44,161,16,1096
"Bromley","16:00:00","2021-03-26",958,57,48,169,24,1256
"Bromley","17:00:00","2021-03-26",986,72,40,116,9,1223
"Bromley","18:00:00","2021-03-26",857,73,44,83,9,1066
"Barnet","07:00:00","2021-03-29",2962,58,23,1140,293,4476
"Harrow","07:00:00","2021-03-29",1102,14,15,273,36,1440
"Barnet","08:00:00","2021-03-29",2830,29,24,834,263,3980
"Harrow","08:00:00","2021-03-29",1229,13,16,212,45,1515
"Barnet","09:00:00","2021-03-29",2263,30,20,776,264,3353
"Harrow","09:00:00","2021-03-29",921,11,10,197,60,1199
"Barnet","10:00:00","2021-03-29",2193,33,18,732,282,3258
"Harrow","10:00:00","2021-03-29",818,16,11,257,62,1164
"Barnet","11:00:00","2021-03-29",2315,30,15,659,292,3311
"Harrow","11:00:00","2021-03-29",955,11,11,236,67,1280
"Barnet","12:00:00","2021-03-29",2543,32,14,717,291,3597
"Harrow","12:00:00","2021-03-29",1027,23,9,208,56,1323
"Barnet","13:00:00","2021-03-29",2516,41,14,787,268,3626
"Harrow","13:00:00","2021-03-29",1071,22,10,248,50,1401
"Barnet","14:00:00","2021-03-29",2788,45,20,888,278,4019
"Harrow","14:00:00","2021-03-29",1288,29,14,189,49,1569
"Barnet","15:00:00","2021-03-29",2773,40,22,1022,276,4133
"Harrow","15:00:00","2021-03-29",1330,29,10,176,40,1585
"Barnet","16:00:00","2021-03-29",3286,58,26,1128,185,4683
"Harrow","16:00:00","2021-03-29",1221,28,8,237,31,1525
"Barnet","17:00:00","2021-03-29",3712,74,17,989,134,4926
"Harrow","17:00:00","2021-03-29",1378,20,9,257,20,1684
"Barnet","18:00:00","2021-03-29",3452,51,16,625,89,4233
"Harrow","18:00:00","2021-03-29",1244,28,11,209,15,1507
"Ealing","07:00:00","2021-04-20",3049,205,49,1083,341,4727
"Hammersmith and Fulham","07:00:00","2021-04-20",2188,166,9,868,199,3430
"Harrow","07:00:00","2021-04-20",515,3,11,67,24,620
"Kingston upon Thames","07:00:00","2021-04-20",945,21,30,225,36,1257
"Lewisham","07:00:00","2021-04-20",662,106,77,335,53,1233
"Merton","07:00:00","2021-04-20",346,15,16,107,22,506
"Redbridge","07:00:00","2021-04-20",917,22,4,243,34,1220
"Wandsworth","07:00:00","2021-04-20",1315,160,157,485,67,2184
"Ealing","08:00:00","2021-04-20",2904,137,33,967,401,4442
"Hammersmith and Fulham","08:00:00","2021-04-20",2178,144,9,741,204,3276
"Harrow","08:00:00","2021-04-20",825,5,6,63,19,918
"Kingston upon Thames","08:00:00","2021-04-20",1119,17,32,220,37,1425
"Lewisham","08:00:00","2021-04-20",718,60,57,215,60,1110
"Merton","08:00:00","2021-04-20",344,7,18,69,34,472
"Redbridge","08:00:00","2021-04-20",880,13,5,159,24,1081
"Wandsworth","08:00:00","2021-04-20",1413,176,178,358,62,2187
"Ealing","09:00:00","2021-04-20",2773,118,44,944,470,4349
"Hammersmith and Fulham","09:00:00","2021-04-20",2060,108,13,743,227,3151
"Harrow","09:00:00","2021-04-20",558,4,4,71,30,667
"Kingston upon Thames","09:00:00","2021-04-20",963,16,19,227,39,1264
"Lewisham","09:00:00","2021-04-20",758,51,60,229,64,1162
"Merton","09:00:00","2021-04-20",281,7,25,93,31,437
"Redbridge","09:00:00","2021-04-20",874,9,2,186,30,1101
"Wandsworth","09:00:00","2021-04-20",1332,146,171,384,79,2112
"Ealing","10:00:00","2021-04-20",2852,94,32,1017,508,4503
"Hammersmith and Fulham","10:00:00","2021-04-20",2096,81,11,856,242,3286
"Harrow","10:00:00","2021-04-20",426,7,1,71,33,538
"Kingston upon Thames","10:00:00","2021-04-20",808,22,22,216,48,1116
"Lewisham","10:00:00","2021-04-20",795,43,69,255,94,1256
"Merton","10:00:00","2021-04-20",257,5,20,96,38,416
"Redbridge","10:00:00","2021-04-20",993,19,4,210,49,1275
"Wandsworth","10:00:00","2021-04-20",1305,144,168,456,76,2149
"Ealing","11:00:00","2021-04-20",2881,83,35,1056,507,4562
"Hammersmith and Fulham","11:00:00","2021-04-20",1990,85,10,763,262,3110
"Harrow","11:00:00","2021-04-20",476,10,1,74,45,606
"Kingston upon Thames","11:00:00","2021-04-20",841,32,21,213,47,1154
"Lewisham","11:00:00","2021-04-20",709,48,67,227,72,1123
"Merton","11:00:00","2021-04-20",262,2,22,83,42,411
"Redbridge","11:00:00","2021-04-20",978,20,4,206,46,1254
"Wandsworth","11:00:00","2021-04-20",1284,120,158,358,82,2002
"Ealing","12:00:00","2021-04-20",2649,120,37,1062,486,4354
"Hammersmith and Fulham","12:00:00","2021-04-20",2116,119,10,752,249,3246
"Harrow","12:00:00","2021-04-20",531,12,0,74,27,644
"Kingston upon Thames","12:00:00","2021-04-20",878,44,21,198,35,1176
"Lewisham","12:00:00","2021-04-20",789,56,59,221,82,1207
"Merton","12:00:00","2021-04-20",287,13,17,102,29,448
"Redbridge","12:00:00","2021-04-20",1061,22,4,224,33,1344
"Wandsworth","12:00:00","2021-04-20",1263,159,162,355,70,2009
"Ealing","13:00:00","2021-04-20",3128,117,32,1024,491,4792
"Hammersmith and Fulham","13:00:00","2021-04-20",2239,135,9,739,197,3319
"Harrow","13:00:00","2021-04-20",503,13,0,82,25,623
"Kingston upon Thames","13:00:00","2021-04-20",910,53,19,168,28,1178
"Lewisham","13:00:00","2021-04-20",751,68,62,244,71,1196
"Merton","13:00:00","2021-04-20",255,11,22,73,23,384
"Redbridge","13:00:00","2021-04-20",1170,26,6,221,35,1458
"Wandsworth","13:00:00","2021-04-20",1294,156,166,363,59,2038
"Ealing","14:00:00","2021-04-20",3251,102,45,1040,512,4950
"Hammersmith and Fulham","14:00:00","2021-04-20",2406,120,12,773,204,3515
"Harrow","14:00:00","2021-04-20",567,2,6,70,25,670
"Kingston upon Thames","14:00:00","2021-04-20",949,28,22,177,43,1219
"Lewisham","14:00:00","2021-04-20",764,59,63,239,47,1172
"Merton","14:00:00","2021-04-20",294,13,21,79,42,449
"Redbridge","14:00:00","2021-04-20",1190,30,9,213,30,1472
"Wandsworth","14:00:00","2021-04-20",1210,163,165,387,55,1980
"Ealing","15:00:00","2021-04-20",3581,119,30,1099,363,5192
"Hammersmith and Fulham","15:00:00","2021-04-20",2667,125,9,751,172,3724
"Harrow","15:00:00","2021-04-20",764,4,8,60,21,857
"Kingston upon Thames","15:00:00","2021-04-20",969,37,26,167,31,1230
"Lewisham","15:00:00","2021-04-20",727,70,60,218,44,1119
"Merton","15:00:00","2021-04-20",321,10,21,65,39,456
"Redbridge","15:00:00","2021-04-20",1334,29,2,199,24,1588
"Wandsworth","15:00:00","2021-04-20",1456,149,157,331,38,2131
"Ealing","16:00:00","2021-04-20",3756,201,45,1072,269,5343
"Hammersmith and Fulham","16:00:00","2021-04-20",2802,168,19,725,108,3822
"Harrow","16:00:00","2021-04-20",642,9,8,66,18,743
"Kingston upon Thames","16:00:00","2021-04-20",1079,52,26,192,11,1360
"Lewisham","16:00:00","2021-04-20",689,109,77,191,24,1090
"Merton","16:00:00","2021-04-20",351,17,18,80,26,492
"Redbridge","16:00:00","2021-04-20",1155,28,8,216,23,1430
"Wandsworth","16:00:00","2021-04-20",1501,194,167,335,21,2218
"Ealing","17:00:00","2021-04-20",4041,258,40,925,141,5405
"Hammersmith and Fulham","17:00:00","2021-04-20",3058,218,13,627,67,3983
"Harrow","17:00:00","2021-04-20",618,10,3,62,7,700
"Kingston upon Thames","17:00:00","2021-04-20",1156,36,23,137,14,1366
"Lewisham","17:00:00","2021-04-20",591,128,58,114,22,913
"Merton","17:00:00","2021-04-20",397,17,20,70,14,518
"Redbridge","17:00:00","2021-04-20",1216,43,3,187,14,1463
"Wandsworth","17:00:00","2021-04-20",1527,266,159,275,18,2245
"Ealing","18:00:00","2021-04-20",4306,175,31,637,112,5261
"Hammersmith and Fulham","18:00:00","2021-04-20",3117,173,12,444,57,3803
"Harrow","18:00:00","2021-04-20",533,20,1,49,4,607
"Kingston upon Thames","18:00:00","2021-04-20",1103,48,23,82,12,1268
"Lewisham","18:00:00","2021-04-20",690,131,65,96,29,1011
"Merton","18:00:00","2021-04-20",427,15,21,74,14,551
"Redbridge","18:00:00","2021-04-20",1310,32,2,151,13,1508
"Wandsworth","18:00:00","2021-04-20",1575,303,143,208,22,2251
"Tower Hamlets","07:00:00","2021-04-21",3430,319,16,1528,382,5675
"Tower Hamlets","08:00:00","2021-04-21",3398,197,6,1220,402,5223
"Tower Hamlets","09:00:00","2021-04-21",3430,163,10,1234,475,5312
"Waltham Forest","09:00:00","2021-04-21",5025,59,24,1657,650,7415
"Tower Hamlets","10:00:00","2021-04-21",2827,193,19,1105,483,4627
"Waltham Forest","10:00:00","2021-04-21",4751,53,24,1672,744,7244
"Tower Hamlets","11:00:00","2021-04-21",2790,234,14,1079,442,4559
"Tower Hamlets","12:00:00","2021-04-21",3054,336,19,1069,444,4922
"Tower Hamlets","13:00:00","2021-04-21",3240,343,9,1141,410,5143
"Tower Hamlets","14:00:00","2021-04-21",3530,295,9,1257,408,5499
"Tower Hamlets","15:00:00","2021-04-21",3875,252,6,1312,355,5800
"Tower Hamlets","16:00:00","2021-04-21",4601,380,6,1445,266,6698
"Tower Hamlets","17:00:00","2021-04-21",5137,502,3,1175,195,7012
"Tower Hamlets","18:00:00","2021-04-21",5454,493,8,766,119,6840
"Hammersmith and Fulham","07:00:00","2021-04-22",827,85,68,280,60,1320
"Merton","07:00:00","2021-04-22",2329,115,203,741,145,3533
"Waltham Forest","07:00:00","2021-04-22",797,22,8,279,44,1150
"Hammersmith and Fulham","08:00:00","2021-04-22",761,67,66,190,58,1142
"Merton","08:00:00","2021-04-22",2354,82,171,532,126,3265
"Waltham Forest","08:00:00","2021-04-22",787,13,2,207,63,1072
"Hammersmith and Fulham","09:00:00","2021-04-22",710,53,71,207,73,1114
"Merton","09:00:00","2021-04-22",2449,75,192,543,174,3433
"Waltham Forest","09:00:00","2021-04-22",862,18,7,249,56,1192
"Hammersmith and Fulham","10:00:00","2021-04-22",728,50,63,229,87,1157
"Merton","10:00:00","2021-04-22",2261,75,190,621,178,3325
"Waltham Forest","10:00:00","2021-04-22",772,8,2,268,68,1118
"Hammersmith and Fulham","11:00:00","2021-04-22",771,48,56,230,65,1170
"Merton","11:00:00","2021-04-22",2308,87,175,575,159,3304
"Waltham Forest","11:00:00","2021-04-22",843,14,4,245,57,1163
"Hammersmith and Fulham","12:00:00","2021-04-22",763,62,60,214,70,1169
"Merton","12:00:00","2021-04-22",2336,113,185,563,174,3371
"Waltham Forest","12:00:00","2021-04-22",908,16,2,207,56,1189
"Hammersmith and Fulham","13:00:00","2021-04-22",758,95,58,198,68,1177
"Merton","13:00:00","2021-04-22",2534,143,173,572,173,3595
"Waltham Forest","13:00:00","2021-04-22",951,25,2,214,53,1245
"Hammersmith and Fulham","14:00:00","2021-04-22",783,93,58,199,42,1175
"Merton","14:00:00","2021-04-22",2627,134,185,582,145,3673
"Waltham Forest","14:00:00","2021-04-22",971,26,2,239,59,1297
"Hammersmith and Fulham","15:00:00","2021-04-22",833,73,61,188,35,1190
"Merton","15:00:00","2021-04-22",2546,115,171,501,125,3458
"Waltham Forest","15:00:00","2021-04-22",1115,20,3,265,65,1468
"Hammersmith and Fulham","16:00:00","2021-04-22",835,93,66,173,22,1189
"Merton","16:00:00","2021-04-22",2666,125,175,591,117,3674
"Waltham Forest","16:00:00","2021-04-22",1120,31,4,257,32,1444
"Hammersmith and Fulham","17:00:00","2021-04-22",902,94,66,152,23,1237
"Merton","17:00:00","2021-04-22",2864,159,171,472,77,3743
"Waltham Forest","17:00:00","2021-04-22",1133,31,1,212,21,1398
"Hammersmith and Fulham","18:00:00","2021-04-22",943,108,64,104,17,1236
"Merton","18:00:00","2021-04-22",2927,168,180,371,68,3714
"Waltham Forest","18:00:00","2021-04-22",1126,25,0,167,20,1338
"Barking and Dagenham","07:00:00","2021-04-23",848,12,29,230,57,1176
"Barnet","07:00:00","2021-04-23",2530,93,55,816,231,3725
"Enfield","07:00:00","2021-04-23",5043,118,48,2005,500,7714
"Greenwich","07:00:00","2021-04-23",351,9,32,137,98,627
"Harrow","07:00:00","2021-04-23",855,14,8,153,23,1053
"Havering","07:00:00","2021-04-23",2415,46,42,786,145,3434
"Hounslow","07:00:00","2021-04-23",443,17,50,101,19,630
"Kingston upon Thames","07:00:00","2021-04-23",3553,134,28,1232,183,5130
"Southwark","07:00:00","2021-04-23",675,185,230,361,121,1572
"Barking and Dagenham","08:00:00","2021-04-23",729,5,30,143,48,955
"Barnet","08:00:00","2021-04-23",2817,53,51,610,188,3719
"Enfield","08:00:00","2021-04-23",4607,78,32,1430,535,6682
"Greenwich","08:00:00","2021-04-23",347,8,38,105,118,616
"Harrow","08:00:00","2021-04-23",982,19,7,110,19,1137
"Havering","08:00:00","2021-04-23",2217,29,17,521,112,2896
"Hounslow","08:00:00","2021-04-23",790,10,47,73,23,943
"Kingston upon Thames","08:00:00","2021-04-23",3824,143,15,836,165,4983
"Southwark","08:00:00","2021-04-23",714,114,218,353,123,1522
"Barking and Dagenham","09:00:00","2021-04-23",671,8,33,170,71,953
"Barnet","09:00:00","2021-04-23",2679,38,43,688,286,3734
"Enfield","09:00:00","2021-04-23",4343,48,34,1319,590,6334
"Greenwich","09:00:00","2021-04-23",688,19,37,93,90,927
"Harrow","09:00:00","2021-04-23",823,13,10,117,23,986
"Havering","09:00:00","2021-04-23",2108,29,24,492,146,2799
"Hounslow","09:00:00","2021-04-23",551,15,50,62,18,696
"Kingston upon Thames","09:00:00","2021-04-23",3722,90,13,846,193,4864
"Southwark","09:00:00","2021-04-23",735,124,234,366,136,1595
"Barking and Dagenham","10:00:00","2021-04-23",574,7,27,138,50,796
"Barnet","10:00:00","2021-04-23",2654,30,31,689,269,3673
"Enfield","10:00:00","2021-04-23",3987,46,32,1363,589,6017
"Greenwich","10:00:00","2021-04-23",813,17,38,119,106,1093
"Harrow","10:00:00","2021-04-23",732,15,9,144,23,923
"Havering","10:00:00","2021-04-23",1944,19,13,548,141,2665
"Hounslow","10:00:00","2021-04-23",393,5,47,76,27,548
"Kingston upon Thames","10:00:00","2021-04-23",3701,106,10,844,201,4862
"Southwark","10:00:00","2021-04-23",801,100,225,378,159,1663
"Barking and Dagenham","11:00:00","2021-04-23",644,6,25,121,55,851
"Barnet","11:00:00","2021-04-23",2798,40,28,662,258,3786
"Enfield","11:00:00","2021-04-23",4264,66,27,1516,586,6459
"Greenwich","11:00:00","2021-04-23",964,13,36,111,113,1237
"Harrow","11:00:00","2021-04-23",697,19,8,126,31,881
"Havering","11:00:00","2021-04-23",2083,30,14,581,159,2867
"Hounslow","11:00:00","2021-04-23",406,18,45,82,17,568
"Kingston upon Thames","11:00:00","2021-04-23",3564,105,8,910,177,4764
"Southwark","11:00:00","2021-04-23",814,136,208,382,152,1692
"Barking and Dagenham","12:00:00","2021-04-23",702,11,24,151,64,952
"Barnet","12:00:00","2021-04-23",2963,44,28,693,286,4014
"Enfield","12:00:00","2021-04-23",4531,65,29,1458,541,6624
"Greenwich","12:00:00","2021-04-23",996,29,30,115,101,1271
"Harrow","12:00:00","2021-04-23",830,22,8,100,20,980
"Havering","12:00:00","2021-04-23",2009,29,12,507,146,2703
"Hounslow","12:00:00","2021-04-23",454,21,43,87,15,620
"Kingston upon Thames","12:00:00","2021-04-23",3837,117,10,813,161,4938
"Southwark","12:00:00","2021-04-23",893,163,217,403,154,1830
"Barking and Dagenham","13:00:00","2021-04-23",800,23,25,132,70,1050
"Barnet","13:00:00","2021-04-23",2859,66,27,765,253,3970
"Enfield","13:00:00","2021-04-23",4517,92,31,1441,576,6657
"Greenwich","13:00:00","2021-04-23",1046,21,29,100,95,1291
"Harrow","13:00:00","2021-04-23",907,17,6,131,13,1074
"Havering","13:00:00","2021-04-23",2200,43,13,591,125,2972
"Hounslow","13:00:00","2021-04-23",485,27,44,82,17,655
"Kingston upon Thames","13:00:00","2021-04-23",3823,130,8,912,172,5045
"Southwark","13:00:00","2021-04-23",964,192,205,393,130,1884
"Barking and Dagenham","14:00:00","2021-04-23",816,30,26,154,55,1081
"Barnet","14:00:00","2021-04-23",2848,55,36,695,217,3851
"Enfield","14:00:00","2021-04-23",4826,83,38,1405,444,6796
"Greenwich","14:00:00","2021-04-23",935,21,35,72,117,1180
"Harrow","14:00:00","2021-04-23",833,19,11,114,26,1003
"Havering","14:00:00","2021-04-23",2251,33,18,525,119,2946
"Hounslow","14:00:00","2021-04-23",573,17,47,67,15,719
"Kingston upon Thames","14:00:00","2021-04-23",4207,114,17,962,128,5428
"Southwark","14:00:00","2021-04-23",1084,187,217,407,100,1995
"Barking and Dagenham","15:00:00","2021-04-23",924,11,25,157,42,1159
"Barnet","15:00:00","2021-04-23",2867,57,44,666,214,3848
"Enfield","15:00:00","2021-04-23",5041,89,25,1494,378,7027
"Greenwich","15:00:00","2021-04-23",892,21,32,74,72,1091
"Harrow","15:00:00","2021-04-23",941,14,6,119,12,1092
"Havering","15:00:00","2021-04-23",2344,42,21,512,76,2995
"Hounslow","15:00:00","2021-04-23",696,23,43,66,13,841
"Kingston upon Thames","15:00:00","2021-04-23",4304,151,18,866,109,5448
"Southwark","15:00:00","2021-04-23",1130,231,210,405,85,2061
"Barking and Dagenham","16:00:00","2021-04-23",972,27,19,163,26,1207
"Barnet","16:00:00","2021-04-23",3252,95,52,774,142,4315
"Enfield","16:00:00","2021-04-23",5321,116,32,1375,288,7132
"Greenwich","16:00:00","2021-04-23",911,27,30,98,49,1115
"Harrow","16:00:00","2021-04-23",1038,35,11,114,6,1204
"Havering","16:00:00","2021-04-23",2614,62,28,484,64,3252
"Hounslow","16:00:00","2021-04-23",584,32,50,61,15,742
"Kingston upon Thames","16:00:00","2021-04-23",4626,180,14,917,82,5819
"Southwark","16:00:00","2021-04-23",1145,240,214,351,78,2028
"Barking and Dagenham","17:00:00","2021-04-23",1073,25,25,146,28,1297
"Barnet","17:00:00","2021-04-23",3253,122,28,639,88,4130
"Enfield","17:00:00","2021-04-23",5578,128,30,1184,205,7125
"Greenwich","17:00:00","2021-04-23",967,32,28,82,41,1150
"Harrow","17:00:00","2021-04-23",1043,49,5,118,10,1225
"Havering","17:00:00","2021-04-23",2630,60,16,425,56,3187
"Hounslow","17:00:00","2021-04-23",562,48,48,47,9,714
"Kingston upon Thames","17:00:00","2021-04-23",4902,239,24,811,71,6047
"Southwark","17:00:00","2021-04-23",1307,272,204,267,40,2090
"Barking and Dagenham","18:00:00","2021-04-23",943,22,38,95,9,1107
"Barnet","18:00:00","2021-04-23",3611,84,36,524,79,4334
"Enfield","18:00:00","2021-04-23",5858,123,29,1036,159,7205
"Greenwich","18:00:00","2021-04-23",1033,38,35,61,24,1191
